match_id,team_name,press_pct,progressive_passes,key_passes,crosses
231,Brighton,0.375,134.0,0.0,0.0
231,Everton,0.1643835616438356,147.0,0.0,0.0
232,Arsenal,0.24528301886792453,125.0,0.0,0.0
232,Leeds,0.27450980392156865,133.0,0.0,0.0
233,Bournemouth,0.32098765432098764,124.0,0.0,0.0
233,Wolves,0.24050632911392406,125.0,0.0,0.0
234,Chelsea,0.36507936507936506,180.0,0.0,0.0
234,West Ham,0.16923076923076924,108.0,0.0,0.0
235,Liverpool,0.375,113.0,0.0,0.0
235,Newcastle,0.11320754716981132,128.0,0.0,0.0
236,Aston Villa,0.25,114.0,0.0,0.0
236,Brentford,0.1,114.0,0.0,0.0
237,Fulham,0.25,115.0,0.0,0.0
237,Man Utd,0.2676056338028169,128.0,0.0,0.0
238,Crystal Palace,0.3442622950819672,165.0,0.0,0.0
238,Nottingham Forest,0.16923076923076924,117.0,0.0,0.0
239,Man City,0.2753623188405797,127.0,0.0,0.0
239,Tottenham,0.3333333333333333,126.0,0.0,0.0
240,Burnley,0.3877551020408163,116.0,0.0,0.0
240,Sunderland,0.2923076923076923,134.0,0.0,0.0
241,Leeds,0.3076923076923077,134.0,0.0,0.0
241,Nottingham Forest,0.140625,122.0,0.0,0.0
242,Man Utd,0.3709677419354839,149.0,0.0,0.0
242,Tottenham,0.12962962962962962,105.0,0.0,0.0
243,Arsenal,0.4492753623188406,121.0,0.0,0.0
243,Sunderland,0.23636363636363636,134.0,0.0,0.0
244,Aston Villa,0.1864406779661017,141.0,0.0,0.0
244,Bournemouth,0.36,140.0,0.0,0.0
245,Burnley,0.288135593220339,141.0,0.0,0.0
